idweb;id;annonce_reference_schema_v110;objet;filename;famille;code_departement;code_departement_prestation;famille_libelle;dateparution;datefindiffusion;datelimitereponse;nomacheteur;titulaire;perimetre;type_procedure;soustype_procedure;procedure_libelle;procedure_categorise;nature;sousnature;nature_libelle;sousnature_libelle;nature_categorise;nature_categorise_libelle;criteres;marche_public_simplifie;marche_public_simplifie_label;etat;descripteur_code;dc;descripteur_libelle;type_marche;type_marche_facette;type_avis;annonce_lie;annonces_anterieures;annonces_anterieures_schema_v110;source_schema;GESTION;DONNEES;url_avis;url_pdf;gpt_response
24-14891;24_14891;;Prestations de formation et d'appui technique aux acteurs de l'aménagement pour la promotion de la gestion intégrée des eaux pluviales;24-14891;JOUE;['57'];;Marchés européens;2024-02-08;2024-06-30;;Agence de l'eau Rhin-Meuse;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14891;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14891.pdf;FALSE
24-15019;24_15019;;Appel à candidature pour l'achat d'un véhicule de transport de moins de dix personnes segment H1(E) pour le Port de Commerce de Bastia.;24-15019;JOUE;['20B', '20A'];;Marchés européens;2024-02-08;2024-03-07;;CCI de Corse;;DIRECTIVE-25;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['347'];['347'];['Transport'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15019;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15019.pdf;FALSE
24-15770;24_15770;;Amélioration thermique des bâtiments E, F et G, création d'une maison des Lycéens et mises aux normes PMR et sécurité de l'externat (E) à l'EREA Jules VERNE à JOIGNY (89);24-15770;FNS;['89'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-06;2024-03-06T17:00:00+00:00;Région BFC;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['sociaux', 'environnementaux'];;;INITIAL;['345'];['345'];"[""Tous corps d'état""]";['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15770;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15770.pdf;FALSE
24-15853;24_15853;;Acquisition et mise en oeuvre d'un Sigb et d'une solution portail pour la Médiathèque Départementale des Alpes-de-Haute-Provence;24-15853;FNS;['04'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-12;2024-03-12T12:00:00+00:00;Département des Alpes de Haute Provence;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['163', '186'];['163', '186'];['Informatique (prestations de services)', 'Logiciel'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15853;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15853.pdf;FALSE
24-15869;24_15869;;La fourniture d'éclairage électrique pour l'environnement hospitalier GHT;24-15869;FNS;['76', '14', '27', '60', '80'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-12;2024-03-11T12:00:00+00:00;Etablissement public de santé;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['203'];['203'];['Matériel électrique'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15869;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15869.pdf;FALSE
24-15886;24_15886;;RELANCE APRES DEFAILLANCE DU TITULAIRE DU LOT N°2 GROS-OEUVRE ET CARRELAGE DU MARCHE COUVERTURE ET AMENAGEMENT D'AIRES DE JEUX AU STADE MAX SORON CONFORME AUX NORMES SISMIQUES.;24-15886;FNS;['972'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-02-26;;Ville de DUCOS.;;FNSimple;;;Procédure NC;/;RECTIFICATIF;;Rectificatif;Rectificatif;rectificatif/standard;Rectificatif/;;;;RECTIFICATIF;['144', '53'];['144', '53'];['Gros oeuvre', 'Carrelage'];['TRAVAUX'];['Travaux'];;;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15886;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15886.pdf;FALSE
24-15905;24_15905;;Travaux de démolition ZAC RESTANQUE;24-15905;FNS;['34'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-02-19;;Aménagement;;FNSimple;;;Procédure NC;/;RECTIFICATIF;;Rectificatif;Rectificatif;rectificatif/standard;Rectificatif/;;;;RECTIFICATIF;['353'];['353'];['Travaux de viabilité'];['TRAVAUX'];['Travaux'];;;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15905;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15905.pdf;FALSE
24-15915;24_15915;;Mission d'assistance à maîtrise d'ouvrage pour une opération de modernisation et d'optimisation des installations de neige de culture du domaine skiable Jura sur Léman.;24-15915;MAPA;['39'];;Marchés <90 k€ (MAPA);2024-02-08;2024-03-02;2024-03-01T16:00:00+00:00;Remontées mécaniques - Domaine skiable;;MAPA;PROCEDURE_ADAPTE;;Procédure Adaptée;PROCEDURE_ADAPTE/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['433'];['433'];"[""Assistance à maîtrise d'ouvrage""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15915;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15915.pdf;FALSE
24-15945;24_15945;;Fourniture de matériel informatique (réseaux) et installation et paramétrage de la (les) solution(s). Lieu d'exécution : Espace Culturel de la Communauté de Communes du Pays de Nay;24-15945;MAPA;['64', '65', '33', '32', '31', '40'];;Marchés <90 k€ (MAPA);2024-02-08;2024-03-05;2024-03-04T12:00:00+00:00;Moyens généraux, Informatique;;MAPA;PROCEDURE_ADAPTE;;Procédure Adaptée;PROCEDURE_ADAPTE/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['163', '306', '162', '454'];['163', '306', '162', '454'];['Informatique (prestations de services)', 'Réseaux divers', 'Informatique (matériel)', 'Informatique (maintenance serveurs et réseaux)'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15945;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15945.pdf;FALSE
24-15621;24_15621;;Plantation d'arbres, arbustes, rosiers, plantes vivaces;24-15621;FNS;['55'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-02-29;2024-02-29T17:00:00+00:00;Collectivité territoriale;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['sociaux'];;;INITIAL;['116'];['116'];['Espaces verts'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15621;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15621.pdf;FALSE
24-14847;24_14847;;La présente consultation a pour objet le nettoyage de locaux appartenant au Crous Grenoble Alpes en Isère. Les prestations, ponctuelles, concerneront les chambres, studios et autres lieux de vie occup;24-14847;JOUE;['38'];;Marchés européens;2024-02-08;2024-03-28;2024-03-07T10:00:00+00:00;Centre Régional des Oeuvres Universitaires et Scolaires de Grenoble;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['239'];['239'];['Nettoyage de locaux'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14847;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14847.pdf;FALSE
24-15197;24_15197;;FOURNITURE POCHETTES DE TRANSPORT POUR LE RESEAU PNEUMATIQUE SWISSLOG DU CHANGE METZ TESSY;24-15197;JOUE;['74'];;Marchés européens;2024-02-08;2024-03-08;2024-03-08T11:00:00+00:00;Centre Hospitalier Annecy Genevois;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['15'];['15'];['Articles à usage unique'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15197;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15197.pdf;FALSE
24-15222;24_15222;;Fiabilisation de données;24-15222;JOUE;['75'];;Marchés européens;2024-02-08;2024-04-07;2024-03-11T10:00:00+00:00;Tribunal administratif de Paris;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['118'];['118'];['Etude'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15222;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15222.pdf;TRUE
24-15036;24_15036;;Prestations de maintenance et d'exploitation des bâtiments relevant du périmètre budgétaire des services de la Première ministre et des entités associées par convention;24-15036;JOUE;['75', '92', '91', '93', '94', '95'];;Marchés européens;2024-02-08;2024-04-01;2024-02-21T10:00:00+00:00;Direction des services administratifs et financiers du Premier ministre (DSAF);;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;RECTIFICATIF;['196'];['196'];['Maintenance'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15036;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15036.pdf;FALSE
24-15042;24_15042;;Accord-cadre à bons de commande et à marchés subséquents de services relatif à la télésurveillance des bâtiments du Département du Nord;24-15042;JOUE;['59'];;Marchés européens;2024-02-08;2024-03-11;2024-03-11T15:30:00+00:00;Conseil Départemental du NORD;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['415'];['415'];['Télésurveillance'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15042;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15042.pdf;FALSE
24-15083;24_15083;;Appel d'offres ouverts;24-15083;JOUE;['78', '75', '92', '93', '94'];;Marchés européens;2024-02-08;2024-02-22;2024-02-22T12:00:00+00:00;COMMUNE DE SAINT-GERMAIN-EN-LAYE;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['20'];['20'];['Assurance'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15083;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15083.pdf;FALSE
24-15091;24_15091;;Relance entretien des espaces verts de Fougères Agglomération 2024-2028;24-15091;JOUE;['35'];;Marchés européens;2024-02-08;2024-03-11;2024-03-11T12:00:00+00:00;Fougères Agglomération;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['116'];['116'];['Espaces verts'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15091;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15091.pdf;FALSE
24-15094;24_15094;;Prestation d'assurance Tous Risques Chantier et Responsabilité Civile Chantier pour les travaux d'aménagement des plages naturelles;24-15094;JOUE;['06', '83'];;Marchés européens;2024-02-08;2024-02-26;2024-02-12T12:00:00+00:00;Tribunal Administratif de Nice;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;RECTIFICATIF;['20'];['20'];['Assurance'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15094;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15094.pdf;FALSE
24-15096;24_15096;;RELANCE FOURNITURE ET  LIVRAISON D'AGREGATS POUR LA COMMUNE;24-15096;JOUE;['974'];;Marchés européens;2024-02-08;2024-04-07;2024-03-12T11:00:00+00:00;VILLE DE SAINT ANDRÉ;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['198'];['198'];['Matériaux de construction'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15096;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15096.pdf;FALSE
24-15101;24_15101;;Fourniture et acheminement d'électricité et prestations de services associés;24-15101;JOUE;['59'];;Marchés européens;2024-02-08;2024-04-07;2024-03-20T11:00:00+00:00;Mairie de Raismes;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['443'];['443'];['Electricité, gaz (fourniture)'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15101;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15101.pdf;FALSE
24-15112;24_15112;;travaux d'aménagement des réseaux d'assainissement des eaux pluviales d'Estérel Côte d'Azur Agglomération;24-15112;JOUE;['83'];;Marchés européens;2024-02-08;2024-03-15;2024-03-15T15:00:00+00:00;ESTEREL Cote d'azur agglomération;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['18'];['18'];['Assainissement'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15112;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15112.pdf;FALSE
24-15139;24_15139;;Fourniture de sel de déneigement moyen humide en vrac au profit du camp de la Courtine (dept23).;24-15139;JOUE;['19'];;Marchés européens;2024-02-08;2024-05-11;2024-03-11T09:00:00+00:00;PFC SO;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['320'];['320'];['Sel de déneigement'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15139;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15139.pdf;FALSE
24-14879;24_14879;;Fourniture et maintenance des conteneurs à déchets (bacs roulants) et pièces détachées;24-14879;JOUE;['93'];;Marchés européens;2024-02-08;2024-07-07;2024-03-07T10:00:00+00:00;EST ENSEMBLE;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['71'];['71'];['Conteneur, poubelles'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14879;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14879.pdf;FALSE
24-14937;24_14937;;EVACUATION ET ELIMINATION DES BOUES DES STATIONS PERIPHERIQUES DE TRAITEMENT DES EAUX USEES DE LA COMMUNAUTE URBAINE DE LIMOGES METROPOLE;24-14937;JOUE;['87'];;Marchés européens;2024-02-08;2024-03-11;2024-03-11T10:00:00+00:00;Tribunal administratif de Limoges;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['18'];['18'];['Assainissement'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14937;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14937.pdf;FALSE
24-14959;24_14959;;Divers contrôles techniques pour la vérification périodique de sécurité des installations et des appareillages techniques des sites du siège de l?AP-HP.;24-14959;JOUE;['75', '94'];;Marchés européens;2024-02-08;2024-03-11;2024-03-11T10:00:00+00:00;Assistance Publique-Hôpitaux de Paris;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['72'];['72'];['Contrôle technique'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14959;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14959.pdf;FALSE
24-14976;24_14976;;Fourniture et livraison d'une chargeuse d'occasion;24-14976;JOUE;['74'];;Marchés européens;2024-02-08;2024-03-01;2024-03-01T11:00:00+00:00;Commune des Gets;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['220'];['220'];['Matériel de travaux publics'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14976;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14976.pdf;FALSE
24-15003;24_15003;;RESTRUCTURATION DU BÂTIMENT « EDILYS » EN MAISON DES SERVICES SOCIAUX;24-15003;JOUE;['13'];;Marchés européens;2024-02-08;2024-02-23;2024-02-23T11:00:00+00:00;COMMUNE D'ISTRES;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;RECTIFICATIF;['144', '117', '222', '169', '308'];['144', '117', '222', '169', '308'];['Gros oeuvre', 'Etanchéité', 'Menuiserie', 'Isolation', 'Revêtements de sols'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15003;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15003.pdf;FALSE
24-14829;24_14829;;Acquisition de fournitures de conditionnement d'archives;24-14829;JOUE;['33'];;Marchés européens;2024-02-08;2024-03-11;2024-03-11T15:00:00+00:00;Bordeaux Métropole;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['67'];['67'];['Conditionnement'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14829;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14829.pdf;FALSE
24-14914;24_14914;;Marchés de travaux pour la restructuration du lycée Roger Deschaux à Sassenage - 16 lots (sauf lots 1, 2, 7, 15, 17, 22);24-14914;JOUE;['38'];;Marchés européens;2024-02-08;2024-03-19;2024-03-08T10:00:00+00:00;REGION AUVERGNE RHONE-ALPES - Mandataire agissant au nom et pour le compte du maître d'ouvrage : TERRITOIRES 38;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['345'];['345'];"[""Tous corps d'état""]";['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14914;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14914.pdf;FALSE
24-14948;24_14948;;CAR PODIUM REGION CENTRE : PRESTATIONS DE REGIE, ANIMATION, MAINTENANCES DIVERSES;24-14948;JOUE;['45'];;Marchés européens;2024-02-08;2024-02-19;2024-02-19T11:00:00+00:00;REGION CENTRE VAL DE LOIRE;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;RECTIFICATIF;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14948;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14948.pdf;FALSE
24-14981;24_14981;;Concession de service public pour la gestion et l'exploitation du futur centre aquatique de Pacé;24-14981;JOUE;['35'];;Marchés européens;2024-02-08;2024-03-29;2024-03-29T10:00:00+00:00;SIVU AQUA OUEST;;DIRECTIVE-23;;;Procédure NC;/;APPEL_OFFRE;CONCESSION;Avis de marché;Concession;appeloffre/concession;Avis de marché/Concession;;;;INITIAL;['265'];['265'];['Piscine'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14981;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14981.pdf;FALSE
24-14982;24_14982;;Concession de redynamisation commerciale sur le territoire de Coeur d'Essonne agglomération;24-14982;JOUE;['91'];;Marchés européens;2024-02-08;2024-03-05;2024-04-05T10:00:00+00:00;Coeur Essonne Agglomération;;DIRECTIVE-23;;;Procédure NC;/;APPEL_OFFRE;CONCESSION;Avis de marché;Concession;appeloffre/concession;Avis de marché/Concession;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14982;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14982.pdf;FALSE
24-14838;24_14838;;ÉLIMINATION DES DÉCHETS VERTS ISSUS DES ACTIVITÉS DES SERVICES TECHNIQUES MUNICIPAUX;24-14838;JOUE;['13'];;Marchés européens;2024-02-08;2024-05-05;;COMMUNE D'ISTRES;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['environnementaux'];;;INITIAL;['249'];['249'];['Ordures ménagères (prestations)'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14838;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14838.pdf;FALSE
