idweb;id;annonce_reference_schema_v110;objet;filename;famille;code_departement;code_departement_prestation;famille_libelle;dateparution;datefindiffusion;datelimitereponse;nomacheteur;titulaire;perimetre;type_procedure;soustype_procedure;procedure_libelle;procedure_categorise;nature;sousnature;nature_libelle;sousnature_libelle;nature_categorise;nature_categorise_libelle;criteres;marche_public_simplifie;marche_public_simplifie_label;etat;descripteur_code;dc;descripteur_libelle;type_marche;type_marche_facette;type_avis;annonce_lie;annonces_anterieures;annonces_anterieures_schema_v110;source_schema;GESTION;DONNEES;url_avis;url_pdf
24-14932;24_14932;;Fourniture de denrées alimentaires par une centrale d'achat ou de référencement pour la commune de Gif-sur-Yvette;24-14932;JOUE;['91'];;Marchés européens;2024-02-08;2024-03-09;2024-03-08T10:00:00+00:00;Tribunal administratif de Versailles;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['88'];['88'];['Denrées alimentaires'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14932;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14932.pdf
24-14935;24_14935;;Réalisation d'un ouvrage de franchissement sur le canal d'Ille et Rance et des voiries associées pour assurer la desserte du futur secteur urbanisé du Bout du Monde à 35760 Saint-Grégoire.;24-14935;JOUE;['35'];;Marchés européens;2024-02-08;2024-03-22;2024-03-22T14:00:00+00:00;Commune de SAINT GREGOIRE;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['141', '252', '366', '116', '341'];['141', '252', '366', '116', '341'];"['Génie civil', ""Ouvrage d'art"", 'Voirie et réseaux divers', 'Espaces verts', 'Terrassement']";['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14935;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14935.pdf
24-14886;24_14886;;RESTRUCTURATION ET EXTENSION DE L'ECOLE PAUL HEROULT A THURY HARCOURT LE HOM;24-14886;JOUE;['14'];;Marchés européens;2024-02-08;2024-02-21;2024-03-01T11:00:00+00:00;CDC Cingal-Suisse Normande;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;RECTIFICATIF;['144'];['144'];['Gros oeuvre'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14886;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14886.pdf
24-15075;24_15075;;Concession du Service Public de l’Assainissement Collectif et Non Collectif;24-15075;JOUE;['21'];;Marchés européens;2024-02-08;2024-03-02;2024-03-21T15:00:00+00:00;Communauté de Communes Rives de Saône (21);;AUTRE;;;Procédure NC;/;APPEL_OFFRE;CONCESSION;Avis de marché;Concession;appeloffre/concession;Avis de marché/Concession;;;;RECTIFICATIF;['18', '406'];['18', '406'];['Assainissement', 'Délégation de service public'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15075;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15075.pdf
24-15128;24_15128;;Fourniture et mise en oeuvre de signalisation horizontale sur les routes départementales de la Gironde 6 lots - Réf.2224;24-15128;JOUE;['33'];;Marchés européens;2024-02-08;2024-05-06;;Conseil Départemental de la Gironde;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['sociaux', 'environnementaux'];;;INITIAL;['365'];['365'];['Voirie'];['TRAVAUX'];['Travaux'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15128;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15128.pdf
24-15141;24_15141;;Tierce maintenance des applications de gestion électronique des documents européens (EURODOC) et de gestion des précédents de séance (TIM) : Accord-cadre 2023AN-28;24-15141;JOUE;['75'];;Marchés européens;2024-02-08;2024-04-07;;Assemblée nationale;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['101'];['101'];['Echafaudage'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15141;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15141.pdf
24-15147;24_15147;;RÉNOVATION DES 3E ET 4E ÉTAGES DE LA ZONE COLBERT DU PALAIS BOURBON : MARCHÉ 2022AN37_Lot 3 : Installations de chantier échafaudages parapluie couverture isolation;24-15147;JOUE;['75'];;Marchés européens;2024-02-08;2024-04-07;;Assemblée nationale;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['101'];['101'];['Echafaudage'];['TRAVAUX'];['Travaux'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15147;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15147.pdf
24-15151;24_15151;;Système d'achat de nuitées hôtelières pour l'hébergement d'urgence des personnes en situation d'exclusion en Ile-de-France;24-15151;JOUE;['75', '78', '77', '94', '95', '91', '92', '93'];;Marchés européens;2024-02-08;2028-05-05;2028-05-05T21:59:00+00:00;GROUPEMEMENT D'INTERET PUBLIC SAMUSOCIAL DE PARIS;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['466'];['466'];['Prestation hotelière'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15151;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15151.pdf
24-15282;24_15282;;Exploitation et maintenance multi technique non opérationnelles d'installations et équipements de bâtiments techniques, administratifs et logements de la DGAC.;24-15282;JOUE;['13'];;Marchés européens;2024-02-08;2024-02-26;;DIRECTION DES OPERATIONS DE LA DSNA;;DIRECTIVE-25;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['196'];['196'];['Maintenance'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15282;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15282.pdf
24-14836;24_14836;;Stationnement payant sur Voirie - Acquisition d'horodateurs (et d'une solution dématérialisée de paiement), d'une gestion technique centralisée (avec raccordement du parc existant)- pièces détachées;24-14836;JOUE;['35'];;Marchés européens;2024-02-08;2024-05-05;;Ville de Rennes;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['151'];['151'];['Horodateur'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14836;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14836.pdf
24-14957;24_14957;;Le marché a pour objet l'acquisition, la mise en oeuvre et la maintenance d'un logiciel de type ERP pour les besoins de la SAEML CYCLEA, ainsi que la formation des utilisateurs.;24-14957;JOUE;['974'];;Marchés européens;2024-02-08;2024-03-08;;SAEML Cyclea;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['186'];['186'];['Logiciel'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14957;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14957.pdf
24-15006;24_15006;;Marché de service relatif à la prestation d'assurance « Flotte automobile et risques annexes » pour les besoins du CCAS DE LA VILLE DE GRENOBLE;24-15006;JOUE;['38'];;Marchés européens;2024-02-08;2024-05-06;;C.C.A.S. DE GRENOBLE;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['20'];['20'];['Assurance'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15006;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15006.pdf
24-15013;24_15013;;Affaire 23S0531 Prestations de gardiennage des bâtiments de la Région Grand Est situés à Bar-le-Duc et sur le territoire Champardennais;24-15013;JOUE;['57'];;Marchés européens;2024-02-08;2024-05-06;;Région Grand Est;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['environnementaux'];;;INITIAL;['138'];['138'];['Gardiennage'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15013;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15013.pdf
24-15232;24_15232;;Accord-cadre de fourniture de rails;24-15232;JOUE;['44'];;Marchés européens;2024-02-08;2024-05-06;;SEMITAN;;DIRECTIVE-25;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['206', '364'];['206', '364'];['Matériel ferroviaire', 'Voies ferrées'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15232;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15232.pdf
24-14834;24_14834;;Création de la ligne de tramway T10 Gare de Vénissieux <> Secteur Gerland - Travaux de dévoiement et de restructuration des réseaux structurants (Feeders) d'eau potable - Relance des lots 1 et 3;24-14834;JOUE;['69'];;Marchés européens;2024-02-08;2024-05-05;;SYTRAL Mobilités;;DIRECTIVE-25;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['sociaux', 'environnementaux'];;;INITIAL;['6'];['6'];['Alimentation en eau potable'];['TRAVAUX'];['Travaux'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14834;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14834.pdf
24-14891;24_14891;;Prestations de formation et d'appui technique aux acteurs de l'aménagement pour la promotion de la gestion intégrée des eaux pluviales;24-14891;JOUE;['57'];;Marchés européens;2024-02-08;2024-06-30;;Agence de l'eau Rhin-Meuse;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14891;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14891.pdf
24-15019;24_15019;;Appel à candidature pour l'achat d'un véhicule de transport de moins de dix personnes segment H1(E) pour le Port de Commerce de Bastia.;24-15019;JOUE;['20B', '20A'];;Marchés européens;2024-02-08;2024-03-07;;CCI de Corse;;DIRECTIVE-25;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['347'];['347'];['Transport'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15019;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15019.pdf
24-16204;24_16204;;Prestations de contrôles techniques et réglementaires pour les véhicules : CH d'Abbeville, EPSM de la Somme, CH d'Albert, CH de Corbie du CHU Amiens Picardie et du CHIBS;24-16204;MAPA;['80'];;Marchés <90 k€ (MAPA);2024-02-08;2024-03-14;2024-03-13T12:00:00+00:00;Prestations de services;;MAPA;PROCEDURE_ADAPTE;;Procédure Adaptée;PROCEDURE_ADAPTE/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['72'];['72'];['Contrôle technique'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-16204;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16204.pdf
24-16208;24_16208;;La présente consultation porte sur la réalisation des rapports d'activité égalité 2023 : conseil éditorial et soutien rédactionnel.;24-16208;FNS;['44'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-02-26;2024-02-26T12:00:00+00:00;Nantes Métropole;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-16208;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16208.pdf
24-16211;24_16211;;Marché de travaux pour la réhabilitation du Collège Alain, à Saint Fons (Rhône) - Consultation du lot 23 : Photovoltaïque;24-16211;FNS;['69'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-02-22;;SERL, mandataire de la Métropole de Lyon;;FNSimple;;;Procédure NC;/;RECTIFICATIF;;Rectificatif;Rectificatif;rectificatif/standard;Rectificatif/;;;;RECTIFICATIF;['476'];['476'];['Photovoltaïque'];['TRAVAUX'];['Travaux'];;;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-16211;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16211.pdf
24-16247;24_16247;;Réalisation de prestations de balisage lourd Département du Val de Marne;24-16247;FNS;['94'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-08;2024-03-08T16:00:00+00:00;Conseil Départemental du Val de Marne;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['322'];['322'];['Signalisation'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-16247;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16247.pdf
24-16255;24_16255;;Entretien des aménagements paysager des Zaei sur le territoire de Thonon Agglomération;24-16255;FNS;['74'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-05;2024-03-05T12:00:00+00:00;Thonon Agglomeration;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['116'];['116'];['Espaces verts'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-16255;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16255.pdf
24-16257;24_16257;;Réhabilitation thermique du gymnase du lycée Carnot à Cannes (06) Relance lot 5 : Couverture - étanchéité et lot 6 : Bardage;24-16257;FNS;['06', '04', '05', '13', '83', '84'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-11;2024-03-11T16:00:00+00:00;Région Provence-Alpes-Côte d'Azur;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['74', '117', '30'];['74', '117', '30'];['Couverture', 'Etanchéité', 'Bardage'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-16257;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-16257.pdf
24-15621;24_15621;;Plantation d'arbres, arbustes, rosiers, plantes vivaces;24-15621;FNS;['55'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-02-29;2024-02-29T17:00:00+00:00;Collectivité territoriale;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['sociaux'];;;INITIAL;['116'];['116'];['Espaces verts'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15621;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15621.pdf
24-14847;24_14847;;La présente consultation a pour objet le nettoyage de locaux appartenant au Crous Grenoble Alpes en Isère. Les prestations, ponctuelles, concerneront les chambres, studios et autres lieux de vie occup;24-14847;JOUE;['38'];;Marchés européens;2024-02-08;2024-03-28;2024-03-07T10:00:00+00:00;Centre Régional des Oeuvres Universitaires et Scolaires de Grenoble;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['239'];['239'];['Nettoyage de locaux'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14847;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14847.pdf
24-15197;24_15197;;FOURNITURE POCHETTES DE TRANSPORT POUR LE RESEAU PNEUMATIQUE SWISSLOG DU CHANGE METZ TESSY;24-15197;JOUE;['74'];;Marchés européens;2024-02-08;2024-03-08;2024-03-08T11:00:00+00:00;Centre Hospitalier Annecy Genevois;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['15'];['15'];['Articles à usage unique'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15197;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15197.pdf
24-15222;24_15222;;Fiabilisation de données;24-15222;JOUE;['75'];;Marchés européens;2024-02-08;2024-04-07;2024-03-11T10:00:00+00:00;Tribunal administratif de Paris;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['118'];['118'];['Etude'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15222;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15222.pdf
24-15036;24_15036;;Prestations de maintenance et d'exploitation des bâtiments relevant du périmètre budgétaire des services de la Première ministre et des entités associées par convention;24-15036;JOUE;['75', '92', '91', '93', '94', '95'];;Marchés européens;2024-02-08;2024-04-01;2024-02-21T10:00:00+00:00;Direction des services administratifs et financiers du Premier ministre (DSAF);;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;RECTIFICATIF;['196'];['196'];['Maintenance'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15036;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15036.pdf
24-15042;24_15042;;Accord-cadre à bons de commande et à marchés subséquents de services relatif à la télésurveillance des bâtiments du Département du Nord;24-15042;JOUE;['59'];;Marchés européens;2024-02-08;2024-03-11;2024-03-11T15:30:00+00:00;Conseil Départemental du NORD;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['415'];['415'];['Télésurveillance'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15042;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15042.pdf
24-15083;24_15083;;Appel d'offres ouverts;24-15083;JOUE;['78', '75', '92', '93', '94'];;Marchés européens;2024-02-08;2024-02-22;2024-02-22T12:00:00+00:00;COMMUNE DE SAINT-GERMAIN-EN-LAYE;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['20'];['20'];['Assurance'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15083;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15083.pdf
24-15091;24_15091;;Relance entretien des espaces verts de Fougères Agglomération 2024-2028;24-15091;JOUE;['35'];;Marchés européens;2024-02-08;2024-03-11;2024-03-11T12:00:00+00:00;Fougères Agglomération;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['116'];['116'];['Espaces verts'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15091;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15091.pdf
24-15094;24_15094;;Prestation d'assurance Tous Risques Chantier et Responsabilité Civile Chantier pour les travaux d'aménagement des plages naturelles;24-15094;JOUE;['06', '83'];;Marchés européens;2024-02-08;2024-02-26;2024-02-12T12:00:00+00:00;Tribunal Administratif de Nice;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;RECTIFICATIF;['20'];['20'];['Assurance'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15094;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15094.pdf
24-15096;24_15096;;RELANCE FOURNITURE ET  LIVRAISON D'AGREGATS POUR LA COMMUNE;24-15096;JOUE;['974'];;Marchés européens;2024-02-08;2024-04-07;2024-03-12T11:00:00+00:00;VILLE DE SAINT ANDRÉ;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['198'];['198'];['Matériaux de construction'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15096;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15096.pdf
24-15101;24_15101;;Fourniture et acheminement d'électricité et prestations de services associés;24-15101;JOUE;['59'];;Marchés européens;2024-02-08;2024-04-07;2024-03-20T11:00:00+00:00;Mairie de Raismes;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['443'];['443'];['Electricité, gaz (fourniture)'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15101;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15101.pdf
